average_stars,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,elite,fans,funny,name,useful,user_id,yelping_since
3.9,20,1,20,11,0,6,8,1,9,1,13,256,"2010,2011,2012,2013,2014,2015,2016,2017,2018",20,154,Doug,502,mPziZxK8ilzav3oQKfC9Xg,2010-02-14 03:35:24
3.8,300,7,300,156,5,6,67,58,181,20,99,3105,"2015,2016,2017,2018",111,2342,Cassandra,3889,U-nR7ND8CDN2x8ia73CH2Q,2014-05-07 19:51:58
3.65,66,13,66,57,8,7,10,33,33,7,28,449,"2009,2010,2011,2012,2013,2014,2015,2016,2017",63,317,Pauline,728,OdbIVdpXvlaU69eDR5AUaQ,2007-08-12 18:23:03
4.11,132,10,132,84,2,11,35,27,81,9,58,830,"2012,2013,2014,2015,2016,2017,2018",48,672,Mai,1220,G2yIrMZIQymVqNv5uvbIZg,2012-01-08 23:41:10
3.23,24,2,24,9,0,5,30,6,20,2,14,275,"2013,2014,2015,2016,2017,2018",43,235,Celeste,995,u5cuZkrIqiZLUc6scFlrmA,2008-05-01 17:48:19
4.58,82,19,82,187,0,5,71,74,63,12,45,2124,"2013,2014,2015,2016,2017,2018",284,1016,Anne,2706,H4HPzkK0pCJ3vQqZccPrag,2013-06-02 21:42:49
3.46,17,0,17,7,0,6,10,2,15,1,7,118,"2009,2010,2011,2014,2015,2016,2017,2018",13,145,Katharine,532,N0OQ1tw65w5fqXbhb4OVKQ,2008-05-29 12:33:47
3.66,59,2,59,25,0,7,16,19,33,7,27,653,"2013,2014,2015,2016,2017,2018",66,481,Lynette,1263,4RO_7oMNxpyo058SfZ4Utg,2009-09-23 18:53:06
3.65,7,0,7,3,0,2,7,0,7,0,5,172,"2011,2012,2013,2014,2015,2016,2017,2018",8,92,Brandon,534,NDCEEfxf62TkKk61ztMAHw,2008-03-17 22:42:23
3.61,49,1,49,14,0,8,26,5,38,2,13,473,"2013,2014,2015,2016,2017,2018",51,412,Randy,908,E7xnRr6BKDVss8KcE28Ucw,2008-09-17 16:43:16
3.92,21,0,21,6,0,6,4,7,17,1,28,187,,13,161,A,402,Li1HVGOQVAre8YgiTLra6w,2009-04-29 14:03:04
3.7,12,8,12,18,1,8,11,4,19,10,10,197,"2009,2010,2011,2012,2013,2014,2015",31,202,Juliana,535,l06vY3W92fSrD6vdmnqMMQ,2007-05-12 04:16:42
3.48,17,0,17,7,0,8,19,3,20,3,10,291,"2013,2014,2015,2016",28,201,Giovanna,645,Sb9DPvhVmFJy9jJ2dLQ_TA,2013-02-12 01:45:06
2.94,1,0,1,0,0,0,6,3,5,0,1,116,,9,201,Ruby,592,q_2JIsgARvvHAirn4ZABQw,2016-02-23 20:13:31
3.69,48,0,48,14,0,3,19,15,55,1,57,965,"2013,2014,2015,2016,2017,2018",31,738,Benjamin,1474,D0ZuMeONOapIj2o8JQnEQg,2010-02-15 17:31:03
3.71,14,2,14,10,1,1,12,6,18,1,3,224,"2006,2007",22,141,Anita,473,CKE7bImVY81KJD8PiiuDPQ,2006-06-13 19:38:42
3.41,5,1,5,5,0,3,11,1,21,2,15,220,"2013,2014,2015,2016,2017,2018",20,281,Theresa,962,vMcGsYt7uKhhm1OQxoqEag,2010-08-21 06:13:01
3.98,21,1,21,11,0,5,11,26,21,4,22,330,"2015,2016,2017,2018",65,316,Helen,800,V8oCtUzsdHA_Z9QpGaHCBg,2012-04-09 06:16:20
3.89,65,0,65,29,1,2,34,1,36,5,52,711,"2012,2013,2014,2015,2016,2017,2018",20,249,Nicole,1157,5u6QNQmmdyeV8SAIFtNd8Q,2011-11-17 04:13:59
3.64,4,0,4,1,0,0,5,0,10,1,2,81,,12,80,Marconi De,333,pwCmyxPaZUkcH2SgJhSsbw,2011-01-24 06:59:37
3.84,5,0,5,0,0,0,3,0,4,0,4,160,,3,132,Roy,626,GOEPQ8EWXhmVYc3ulOLwlw,2008-01-25 08:23:23
3.29,15,3,15,5,0,7,12,0,5,1,5,133,"2010,2011",6,135,Daniel,417,2oZEuBYhqekiyTk9P7Ikyg,2007-12-02 05:54:50
4.12,68,0,68,44,0,5,32,24,52,1,38,897,"2014,2015,2016,2017,2018",55,421,Steph,1363,eBdwP2n-5_e2cfOf86J0Lg,2012-09-11 00:55:36
4.17,14,1,14,2,1,3,5,0,8,0,3,227,"2014,2015,2016,2017,2018",24,138,Allison,625,Ppd7Ck5cY0RoyIPJ1J-qQA,2010-07-16 00:59:21
3.53,30,2,30,45,1,6,19,4,56,7,23,306,"2011,2012,2013,2014,2015,2016,2017,2018",39,274,Michelle,782,M4CTQYlQOWEFLNx690iHYw,2009-03-15 08:09:55
4.03,771,7,771,539,2,27,233,359,632,32,231,5756,"2015,2016,2017,2018",180,4040,Rachel,6683,ayQ01cxRgLIGfU1_N89Eww,2012-11-21 03:33:32
3.63,25,1,25,6,1,2,19,3,31,3,13,318,"2009,2010,2011,2012,2013,2014",24,261,Elena,949,coXuUD1ucBra0mVrfq6vIw,2008-08-06 22:44:30
4.18,23,1,23,7,0,5,8,0,28,1,10,281,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",29,254,Meredith,707,My4qXVsgg8I7_0BPngSJrg,2008-07-16 13:47:34
3.8,20,1,20,10,0,1,6,2,23,1,12,369,"2014,2015,2016,2017,2018",41,241,Sophia,832,zTJuO3-aHV9Z8tMPnmfjow,2012-02-22 18:31:57
3.79,24,2,24,19,0,5,7,0,16,4,4,128,"2009,2010,2011,2012",13,82,Linda,226,dP2vQRFB0xK5bD-aCGZM1w,2007-07-12 05:05:40
3.19,32,6,32,37,2,5,40,26,35,5,17,765,"2010,2012,2013,2014,2015,2016,2017,2018",70,819,Phoebe,1692,8ktLyldH9JwNpD70-Ho2Tg,2009-07-27 07:12:36
3.94,42,1,42,62,1,8,18,16,23,5,31,428,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",51,378,Dianne,1103,FA0qTPinqNgLTbeYwiikUg,2007-08-01 21:36:13
3.37,211,11,211,144,11,15,105,5,179,3,58,1280,"2007,2008,2009,2010,2011",54,1273,Robert,2125,v9ZgIl22Q813cCfv1e9RLw,2007-10-09 23:18:31
3.9,307,3,307,227,0,18,169,257,274,4,192,3222,"2014,2015,2016,2017,2018",97,1743,Melony,4237,vALpp2IgoeeyiRoH1qRMuQ,2010-06-13 14:58:56
3.8,30,2,30,20,2,10,18,7,42,4,18,471,"2009,2016,2017,2018",42,471,Rachel,832,dbb70RnMVbkwQcNnUr7Fug,2007-05-24 21:39:24
3.59,79,5,79,63,20,15,48,0,49,4,8,606,"2007,2008,2009,2010,2011,2012,2013,2014",62,298,Aisha,1128,p5cl1onC4dMDcp3EF30EUA,2007-05-31 17:47:10
3.57,481,4,481,137,1,10,179,124,688,16,117,5195,"2016,2017,2018",131,3299,Erica,6501,dYEHTYJeDJ4v8AUiExaVsw,2013-09-08 01:57:46
4.16,884,28,884,707,9,75,217,104,691,51,414,3450,"2012,2013,2014,2015,2016,2017,2018",121,2721,Jen,3904,_IqyilgT5iUlTnjpi9FqQg,2007-02-01 09:29:31
3.92,12,0,12,26,0,4,10,12,13,0,24,789,"2016,2017,2018",43,307,Amy,1268,ZPN98PI53a9P7ZWM8V0qnw,2016-01-20 20:00:46
3.59,158,1,158,44,1,10,33,3,75,9,27,319,"2010,2011,2012,2013,2014,2015,2016,2017",20,212,Terence,622,qnF-Fo5VDP5Tp2PxFsBNkQ,2007-11-10 07:29:04
3.09,394,7,394,364,7,46,178,15,513,42,183,785,"2009,2010,2011,2012,2013,2014",42,577,Nicole,1458,ApJ9YgYU-AhS4a-F5oTGHw,2009-01-20 20:38:54
3.71,578,179,578,614,18,43,206,23,276,42,113,2195,"2007,2008,2009,2010,2012,2013,2014",95,1751,Maria,2705,vt4nvD7FNvIMel47ikMifQ,2007-02-02 17:43:10
3.98,23,0,23,26,0,9,12,4,11,4,15,295,"2009,2011,2012,2013,2014,2015,2016,2017",19,262,Jeff,528,GBsu7V76SXVvx1gwJVXilg,2007-09-11 03:50:11
3.7,70,2,70,52,0,4,30,15,43,3,39,561,"2010,2011",25,372,Trina,894,o68A_3bAJTge-ioGXHdxKA,2008-06-09 17:13:35
3.2,26,2,26,10,5,4,15,2,17,2,6,353,"2006,2007,2008,2009,2010,2011,2012,2013",18,743,Tim,1165,_iQ-APamoahuBv8qG-rxYQ,2006-09-26 17:06:52
3.71,185,6,185,118,0,12,37,55,108,3,120,2557,"2013,2014,2015,2016,2017,2018",148,1897,Joanna,3328,0RmgSJgWsCOufPdp1lWLVQ,2011-02-08 21:12:48
3.95,219,8,219,102,6,14,66,24,115,11,102,2727,"2009,2011,2012,2013,2014,2015,2016,2017,2018",48,2048,Jeff,3377,LAwptwS7nJwPkV5Niy9jkg,2007-11-23 22:22:31
4.26,76,3,76,36,0,3,32,12,56,5,28,681,"2011,2012,2013,2014,2015,2016,2017",49,514,Cathy,1232,FmoHNtcIw6reY7IX5eV97g,2007-09-20 22:44:49
4.3,729,3,729,347,1,74,115,376,702,60,242,7341,,86,6252,Jim,7783,9MF-l8xgyWN9dm2-r2mF9w,2012-03-03 23:19:31
4.49,15,0,15,3,0,1,7,2,34,1,2,1307,,35,667,Tatiana,1427,wQtaZZ54z-Bfc3HUV0fpFw,2018-02-11 01:10:12
3.66,18,0,18,12,0,5,4,12,16,0,11,158,"2015,2016,2017,2018",25,120,Brenda,519,1fL1QDs1Xe5LTOdeXGtpnw,2013-10-27 01:59:36
3.51,22,1,22,17,1,2,27,32,29,1,8,619,"2015,2016,2017,2018",88,662,Fan,1383,YApG_XpSXamn_itlOXQCBw,2014-01-09 20:14:52
4.07,114,3,114,86,0,12,51,115,119,7,91,1731,"2012,2013,2014,2015,2016,2017,2018",60,1134,Brenda,2279,zs3AeFr0cntCbQxG-KnSbA,2009-10-04 23:49:00
4.06,204,21,204,240,4,22,141,192,144,23,176,4851,"2014,2015,2016,2017,2018",286,3805,Tara,5602,SVL1Oir45owS_oKg-ylqfw,2010-10-30 04:01:21
4.15,29,0,29,24,0,5,9,12,26,1,20,629,"2015,2016,2017,2018",36,395,Angel,1104,WSZIesAH0dON2MHlPbvnzA,2011-03-04 00:34:40
4.1,1283,10,1283,831,9,32,176,867,1123,71,975,10608,"2015,2016,2017,2018",80,7137,Kenneth,10671,zDoX89yalqvNuCHZvclpHg,2015-07-01 00:06:33
4.26,124,2,124,48,2,13,45,57,102,4,37,1239,"2015,2016,2017,2018",58,960,Paul,1760,p5RcabsU9DXQEDef9RiRlQ,2015-03-11 20:11:48
3.59,182,0,182,113,3,23,35,38,135,7,115,1601,"2014,2015,2016,2017,2018",103,1314,Derek,2564,zAEL-X8wc4cHZ5tAom82IA,2014-03-16 17:57:58
4.18,141,1,141,53,0,6,65,72,96,7,31,4664,"2016,2017,2018",154,3174,Poco,6584,D43OWyfzIQjL8feJpYh2SQ,2011-07-12 14:49:14
3.92,102,0,102,93,0,2,26,48,53,12,39,2161,"2015,2016,2017,2018",39,1666,Michael,2543,2sJhb4ZChITiv0Jo9mKGrA,2011-08-13 23:23:19
3.39,101,1,101,45,0,9,22,51,41,9,19,1309,"2016,2017,2018",58,760,Pam,1700,o_cyGX4KjLPAraYn9yR4sA,2012-01-19 00:53:33
3.4,15,2,15,1,3,3,12,1,8,1,8,169,"2010,2011,2012",14,296,Talia,359,Kr_D_9w7fOEukZ8e6ikgAw,2008-11-11 02:29:04
3.58,56,5,56,25,1,4,55,4,26,1,36,530,"2013,2014,2015,2016,2017,2018",38,296,Tian,1183,jXX-G_goCYZZrLSDY8qXdg,2011-03-26 04:14:59
3.45,38,4,38,28,0,4,23,5,38,0,20,355,"2012,2013,2014,2015,2016,2017,2018",43,383,Maria,916,m0pU4x_GpOBUb0Z4dVfotg,2010-05-06 16:36:38
3.74,323,2,323,264,3,30,51,26,269,46,134,2389,"2014,2015,2016,2017,2018",66,2109,Jerry,2942,141jd-Tt6--RIr9OcJOu5g,2009-11-20 22:23:18
3.79,10,0,10,7,0,3,8,1,11,3,7,169,"2011,2012,2013,2014,2015",11,122,Todd,505,LRit-NfcHeVhnkSBiNIxUQ,2009-07-08 20:51:45
4.1,236,1,236,67,1,9,64,28,515,6,64,1584,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",87,1040,Andrew,2219,ZPoxivgZ9mnZQZiuYmFgjw,2009-06-16 17:24:59
3.82,20,0,20,5,0,3,6,0,14,1,23,276,"2014,2015,2016,2017,2018",5,221,Lee,868,eduOFRW5eF7wMWcat0u9fA,2007-12-12 21:36:44
3.75,179,13,179,115,1,11,62,9,164,15,51,1017,"2007,2008,2009,2010,2011,2012,2013,2014,2015",41,615,Scott,1654,apH-zpPZLpr6PTZ84vzklw,2007-07-04 19:33:32
3.95,122,6,122,60,0,15,57,12,107,7,93,831,"2013,2014,2015,2016,2017,2018",53,577,Svetlana,1533,h1DLhP8xZG_XTNz5G973IQ,2013-01-14 06:10:26
3.93,78,0,78,18,0,17,36,8,31,0,39,455,"2012,2013,2014,2015,2016,2017,2018",33,200,Greg,1078,SbpGncVoxFIi_J2xOelJYQ,2011-07-12 21:26:33
4.12,90,0,90,15,0,8,28,7,76,6,34,649,"2013,2014,2015,2016,2017,2018",41,407,Robert,1195,Fcig8YnnowLD3ktJpN1mGQ,2009-10-10 05:29:02
3.29,95,7,95,43,1,5,28,6,60,1,34,827,"2009,2010,2011,2012,2013,2014,2015",41,691,Casey,1190,NdHGV2JmZmhYG1tSCRwrBg,2007-09-24 02:38:41
3.78,27,0,27,16,0,4,10,18,17,1,8,594,"2014,2015,2016,2017,2018",45,373,Wei,876,Qevuomc7vf9OHlN_dPB_rA,2012-01-04 03:16:11
3.87,83,15,83,39,4,13,41,37,69,10,28,916,"2011,2012,2013,2014,2016,2017",89,779,Lisa,1421,HpuBO4V0rzQOV05Dt-6hfQ,2009-05-07 04:17:14
3.7,282,48,282,224,14,22,119,31,282,10,47,1419,"2008,2009,2011,2012,2013",47,1462,Nina,1850,2X_OQjrZz2IJZtxiyS6u0w,2008-03-06 22:31:34
3.65,70,0,70,10,0,36,36,34,48,17,47,1329,"2015,2016,2017,2018",25,1003,Tony,1720,tzaAzu4J9QHc5BOwsd62wQ,2013-01-06 14:57:47
4.1,24,1,24,7,0,3,12,26,25,2,11,471,"2015,2016,2017,2018",45,255,Brigitte,950,SESL5jId9dAe_ZRll9xjVQ,2013-03-21 04:14:02
3.6,26,5,26,18,0,8,23,12,25,1,18,345,"2013,2014,2015,2016,2017,2018",50,232,Anthea,743,W_U4oTX8i4oAGUsTyidVcQ,2011-05-18 22:27:52
3.48,122,7,122,71,11,27,118,25,230,12,72,1093,"2010,2011,2012,2013,2014,2015,2016,2017",68,1433,Kent,1835,fAfGwjh5A_ydd0A4ZdGenw,2010-05-07 13:23:50
3.45,29,1,29,9,0,6,21,5,27,2,19,323,"2011,2012,2013,2014,2015",23,340,Dean,866,zv0MVTY5PTYb1O7KqVTIuw,2009-03-09 00:09:06
3.78,70,0,70,29,0,6,19,18,54,1,22,404,"2015,2016,2017,2018",26,333,Nasha,761,jTaoWC_OuB-H0CPtXrjFjQ,2014-07-09 20:30:19
4.18,12,1,12,12,0,1,6,12,22,0,14,654,"2016,2017,2018",44,322,Natalie,860,pC9FwVfNInWkrABSslPmaw,2013-08-29 23:56:31
3.79,175,3,175,124,1,7,73,14,129,5,76,1242,"2010,2011,2012,2013,2014,2015,2016,2017,2018",49,1062,Catherine,2018,-mZAS-M-pMoNs07WuHStGg,2010-08-10 21:41:41
3.6,153,11,153,86,3,11,93,16,128,6,22,425,"2008,2009,2010,2011,2013",37,372,Elizabeth,848,woLSJl4U1Un0lfYTYpCUwg,2007-08-28 00:46:20
3.48,39,0,39,16,0,2,27,3,20,2,29,372,"2013,2014,2015,2016,2017,2018",18,180,Tom,762,lWrL8mCvXtonUHTbqM2VEg,2011-12-29 20:27:23
3.33,30,0,30,31,4,13,34,0,100,4,40,403,"2010,2011,2012,2013,2014,2015",98,318,Russ,1176,mqf7xO1AeQxkAOhWJz5Mlg,2008-12-29 13:20:40
3.74,7,1,7,6,0,3,4,13,4,3,4,131,"2014,2015,2016",19,61,Joel,371,7FU0F2OuxI_VmzVsZ_DBcQ,2009-08-03 20:28:03
3.88,13,0,13,1,0,1,2,0,11,0,7,260,"2014,2015,2016,2017,2018",22,171,Stuart,849,0B1sVLjtqIQZ8ceOMw9iag,2012-07-29 21:24:50
4.04,25,1,25,10,0,7,12,2,23,2,13,235,2007,31,149,Steven,781,qWmWl1_UQszELlWTAoQZ9A,2006-10-10 22:34:02
3.21,15,1,15,7,0,6,15,1,13,0,2,111,"2010,2011,2012,2013,2014,2015,2016,2017,2018",19,144,Aaron,515,8SSaCgmvsztEOg2CqeXxnw,2009-08-31 05:25:12
3.54,7,0,7,2,0,0,4,0,2,1,2,108,,3,124,Kym,394,SE12F7KiHtaTLxNBBsIPvg,2008-10-20 03:03:08
3.64,415,21,415,456,64,30,108,32,291,32,158,2674,"2010,2011,2012,2013,2014,2015,2016,2017,2018",60,2054,Kimberly,3301,B7p4CEblAmsin8TFQGm9zg,2009-12-22 19:21:26
3.66,59,0,59,24,0,6,75,11,37,2,25,764,"2011,2012,2013,2014,2015,2016,2017,2018",30,800,Jay,1248,XiwxoXJWi37khP_Gb7IbfQ,2010-01-04 16:15:38
3.9,11,0,11,1,0,0,4,0,11,0,5,32,"2014,2015,2016,2017,2018",6,14,Norbert,154,zsTG0sMh0uacBR_ultceDw,2013-10-17 14:40:06
3.72,44,0,44,9,0,7,15,7,25,3,16,445,"2013,2014,2015,2016,2017,2018",29,303,Hansel,827,YJRhX3dL8QdS2w326bG5QA,2011-01-26 20:15:18
3.57,77,3,77,16,1,7,43,6,41,5,12,300,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",18,238,Joe,639,ui5P9MG2sp36nVVbTfECrg,2007-03-03 14:56:06
3.26,9,1,9,2,0,3,5,1,9,3,13,209,"2011,2012,2013,2014,2015,2016,2017,2018",21,175,Christopher,702,xhlQ_3bQREHqTTImfC457g,2009-02-23 00:32:56
4.25,66,4,66,40,5,21,39,5,65,5,15,630,"2006,2007,2008,2009,2010",33,301,Leigh,981,kmGSeElZ7uHpw-2mFrUgaA,2006-03-31 21:47:17
4.01,811,252,811,1047,37,44,266,82,661,24,120,2091,"2006,2007,2008,2009,2010",80,1227,JeFF,2442,p05BaSFza5U8MRUXAciB2Q,2006-04-21 18:18:08
3.8,5,0,5,1,0,5,7,0,10,1,4,162,,11,171,Luis,962,dtanlcid8_m1L49ZK1YPfw,2011-04-18 16:27:46
3.87,335,16,335,310,3,13,215,95,555,11,103,2792,"2013,2014,2015,2016",206,1907,Allie,3802,OJMaLK34O32l39MqlIu28w,2012-02-15 18:36:32
4.17,34,1,34,49,0,2,22,0,16,2,24,397,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",19,303,Brandy,938,TLdMXf2gt9Am9LOLL_T2FQ,2008-07-07 21:31:55
3.7,147,1,147,32,5,3,63,18,348,1,66,1344,"2015,2016,2017,2018",73,783,Doug,2368,ZkGEQxVKozRfPu6cofmDKQ,2012-11-15 13:44:35
3.7,21,1,21,10,0,2,5,3,19,1,16,221,"2011,2012,2013,2014,2015,2016,2017,2018",39,182,Angela,558,7DNCMwpfwwwim34SWV9q1g,2010-01-24 10:16:02
3.94,61,4,61,20,4,4,30,4,62,5,23,410,"2011,2012,2013,2014",40,244,Stephanie,972,3vu1R81ZJRSi0ROH13dT7A,2009-07-02 05:59:35
3.54,19,2,19,10,0,6,19,10,38,2,32,780,"2010,2011,2012,2013,2014,2015,2016,2017,2018",38,489,Lyla,1702,NEeOCmiws6PLHcYAY_sTdQ,2008-04-11 05:44:35
3.76,53,2,53,35,1,7,18,6,40,1,62,505,"2013,2014,2015,2016,2017,2018",31,338,Marinda,1200,LGlk-Zb69sGQwJVu2w4U_Q,2010-09-29 19:05:29
4.2,88,2,88,58,4,12,40,7,83,5,34,2099,"2011,2012,2013,2014,2015,2016,2017,2018",32,1768,Clifford,2405,lWiMINdcZlQYQbJhJtnKbQ,2010-11-15 00:34:33
3.91,11,0,11,5,0,3,12,2,26,1,12,323,,21,701,Benjamin,941,j7hSGh2AHSloVFvb_UCh2A,2010-06-07 00:28:20
3.76,3,0,3,1,0,0,1,0,2,0,0,68,"2017,2018",5,83,Amber,270,BXAZB-k-NDKcFRPleYF7GA,2011-03-18 18:07:19
3.73,46,0,46,27,0,2,35,21,50,1,17,499,"2012,2013,2014,2015,2016,2017,2018",24,294,Suor,974,qCYSdhsOzHBKT-V72BiYNA,2010-01-18 09:41:39
3.87,95,1,95,58,1,10,29,1,40,5,59,787,"2012,2013,2014",35,305,Albert,1745,JjTusdmnjHxKe-Kqwr0YGA,2011-06-16 15:44:07
3.79,45,0,45,19,0,4,23,16,29,1,11,452,"2015,2016,2017,2018",25,368,Tammy,776,MAf5mEk5K4MsUcRc-ecwEg,2011-05-12 12:30:09
3.84,768,18,768,565,9,24,102,300,310,10,305,1593,"2011,2012,2013,2014,2015,2016,2017",51,952,Gemma,2357,vFwLk1sX-fbKEgliBJhR4Q,2010-03-30 07:16:16
3.78,26,4,26,29,2,17,39,8,47,4,18,481,"2013,2014",35,365,LuCy,955,5hwj7sIw2FC8yrS90Qjrgg,2007-03-28 16:36:39
3.51,22,0,22,4,0,2,15,1,29,2,13,347,"2012,2013,2014,2015,2016,2017,2018",40,284,Aaron,1445,MZuvl0oUK3QSv7faGx9i5w,2011-12-14 02:02:13
3.32,410,55,410,350,13,43,151,88,290,36,292,1982,"2011,2012,2013,2014,2015",184,1712,Christina,2909,KqgHSTKL7KcXr8Svai6aTQ,2008-09-06 04:42:46
3.91,6,0,6,2,0,0,3,1,6,3,2,244,"2015,2016,2017,2018",29,101,Nick,558,pW5Grd4WSlvkjBevpgRqoQ,2014-10-20 23:40:41
3.17,9,0,9,7,0,7,15,0,13,2,10,272,"2011,2012,2013",10,381,Paul,507,k3fBjEZYCugFaKTHQ4VnSA,2008-06-05 23:52:56
4.07,44,2,44,21,0,4,11,3,21,3,24,445,"2012,2013,2014,2015,2016",42,372,Jenn,872,IpvS0pJxjC6mNiK1MBSb4w,2011-02-28 22:44:20
3.76,166,9,166,95,13,16,63,49,173,10,83,984,"2010,2011,2012,2013,2014",78,619,Christina,1480,oDgFJv85M22F26LESCxAWA,2008-06-23 16:54:08
4.02,19,0,19,1,1,4,7,2,25,1,9,247,"2010,2011,2012,2013,2014,2015,2016,2017,2018",18,125,Nicole,562,drI9J9xeWephVGlfMC487w,2008-04-22 00:36:13
3.78,6,0,6,5,0,2,7,2,6,1,2,180,"2017,2018",13,184,Ilene,573,hilL60vuuh06sMxs6Ckkog,2011-09-04 16:06:38
3.93,279,25,279,149,4,11,89,28,163,14,54,1295,"2007,2008,2009,2010,2011,2012,2013",49,1040,Mick,1566,J3Z6LzI-Pxui_PC6uHdB-g,2007-06-12 20:22:15
3.64,39,3,39,43,1,15,31,2,29,2,45,450,"2010,2011,2012,2013,2014,2015,2016,2017,2018",45,309,Roxanne,1360,cJ-ujlCWP0i1UZXSH7F3gg,2009-03-18 18:29:31
3.7,52,1,52,26,0,5,21,6,57,1,32,784,"2011,2012,2013,2014,2015,2016,2017,2018",20,661,Andy,1420,ItuJ3KfxtoPUVW1XNtk-9A,2008-01-03 05:57:14
3.77,10,2,10,4,1,3,6,3,10,2,4,281,"2015,2016,2017,2018",35,234,Liz,642,CpwjshoVRchHY-5ai3TPOA,2013-03-15 22:41:11
3.69,46,0,46,10,0,4,22,4,28,2,14,533,"2011,2012,2013,2014,2015,2016,2017,2018",16,354,Mike,909,L8cvMZLWmM4qWTl9SkxJ8g,2010-08-27 08:03:06
3.65,32,1,32,11,1,4,7,2,36,3,9,555,"2013,2014,2015,2016,2017,2018",33,585,Will,1038,ii4oRVV5_FxdykwUpHNBNg,2010-12-30 01:42:16
3.94,276,5,276,144,1,8,60,71,166,10,103,3543,"2015,2016,2017,2018",107,2051,Kat,3827,9uoPfxPKCdV5Jl3HseVOHQ,2011-01-26 19:15:56
3.73,2,0,2,2,0,3,4,1,13,0,5,176,"2014,2015,2016,2017,2018",14,172,Roger,448,vj8bIwLtKj9Y2ld8h5WYQg,2010-07-04 04:19:48
3.52,18,0,18,3,0,3,10,1,24,1,6,159,,17,149,Craig,334,sm9eRNiXNDx77Eg9G474fg,2006-10-09 06:00:12
3.19,31,0,31,7,0,3,36,0,24,2,13,330,,32,936,Big Baby Jesus,725,bdJqgpcvSQSzxnpBVz4VCg,2010-02-26 04:06:01
3.59,15,5,15,13,0,3,15,9,12,1,12,282,"2010,2011,2012,2013,2014,2017,2018",36,166,Caroline,595,wDdh7cLIFK08KtJhj5q9uA,2010-01-21 18:57:47
3.95,436,22,436,328,14,35,188,162,431,22,287,2768,"2011,2012,2013,2014,2015",149,2446,Thuy,3629,WC2vra21_G9eORjwFq41pQ,2010-02-15 18:18:53
3.55,1,0,1,0,0,1,0,0,1,0,1,48,2018,14,49,Mark,230,t2R_UQSEko5LYIXJ26rIyA,2010-04-29 19:35:45
3.47,20,2,20,7,0,4,9,15,24,1,12,161,"2012,2013",26,106,Angela,375,5gz8szYeYntJMCBtReC8gA,2010-07-06 18:55:28
3.68,329,5,329,126,4,11,233,109,272,26,147,1787,"2013,2014",59,1558,Chad,2305,a7s-iv5ttk6jyHBVXt5ejA,2012-09-22 18:54:36
3.44,2,0,2,0,1,1,3,0,5,1,4,81,"2015,2016,2017,2018",13,99,Glen,238,fwuhIM7DipR2Jn7yocpTEw,2011-02-22 03:24:40
3.89,58,15,58,45,1,4,29,18,38,7,38,654,"2011,2012,2013,2014,2015,2016,2017,2018",75,506,Andrea,1224,PSCafODQmxOruMUD71rrAw,2010-08-23 07:55:15
3.8,20,1,20,9,1,4,14,2,20,0,18,263,"2010,2011,2012,2013,2014,2015,2016,2017",36,249,Ana,913,xUcV0ksAXkk7uuIaIsZ3-A,2007-05-28 23:21:13
4.41,342,3,342,128,0,9,92,53,314,9,137,3307,"2015,2016,2017,2018",64,2169,John,3649,diYbASjeqV4CxkoyeBeBGw,2013-07-07 08:44:43
3.48,498,29,498,654,9,33,203,441,530,30,189,3039,"2011,2012,2013,2014,2015,2016,2017,2018",186,2308,Nikki,4414,deL6e_z9xqZTIODKqnvRXQ,2011-04-09 03:51:06
3.81,91,2,91,17,1,8,48,52,124,7,48,749,"2010,2011,2012,2013,2014,2015,2016,2017,2018",92,549,Ruth,1546,3PevbGmbxoP37j_XvkJGtg,2008-06-08 14:44:46
3.63,207,0,207,93,0,34,110,28,85,4,72,733,"2011,2012,2013,2014,2015,2016,2017,2018",61,584,Kris,1989,o2iirO07Fml8NpmwD0NIDg,2008-04-11 03:58:29
3.67,33,4,33,45,2,3,25,12,21,3,13,377,"2011,2012,2016,2017,2018",59,294,Nina,900,DkYv0GTlLQMEBkE7cmPnvQ,2011-05-17 23:31:59
3.68,72,7,72,74,1,10,32,18,56,2,66,1063,"2013,2014,2015,2016,2017,2018",97,760,Sarah-Lorraine,1819,fzvsbJr_xCW3CgbWp-zGew,2010-07-15 04:22:56
4.03,10,0,10,7,0,6,9,1,15,1,15,218,"2011,2012,2013,2014,2015,2016,2017",16,135,Katherine,620,4jS9BpL3091nv96Mv_01fA,2010-06-10 01:45:52
3.91,10,0,10,2,0,1,8,1,5,0,9,184,"2014,2015,2016,2017,2018",24,150,Violet,681,H74puWOIcKiLsuAl-RY4bQ,2010-06-27 23:09:28
3.84,53,4,53,43,0,6,43,15,75,3,28,596,"2013,2014,2015,2016,2017,2018",49,426,Courtney,1232,7Q6nBHl6NJ9gbJ900FkkAg,2010-03-05 01:58:23
